client_id,sex,birth,age,group,group2,cat0,cat1,cat2,total,CAcat0,CAcat1,CAcat2,CA
c_2454,f,1970,53,"(50, 70]","(30, 65]",12.0,7.0,1.0,20.0,163.95999999999998,164.49,46.99,375.44
c_693,m,1971,52,"(50, 70]","(30, 65]",9.0,4.0,0.0,13.0,112.17,107.96,0.0,220.13
c_2395,m,2002,21,"(18, 30]","(18, 30]",16.0,19.0,6.0,41.0,173.03,367.13,310.51,850.67
c_7630,f,1950,73,"(70, 94]","(65, 94]",51.0,52.0,0.0,103.0,557.38,1133.74,0.0,1691.12
c_5318,f,1940,83,"(70, 94]","(65, 94]",15.0,35.0,2.0,52.0,146.65,699.71,97.98,944.34
c_4911,m,2001,22,"(18, 30]","(18, 30]",0.0,4.0,5.0,9.0,0.0,51.5,272.42999999999995,323.92999999999995
c_1144,m,1975,48,"(30, 50]","(30, 65]",87.0,24.0,0.0,111.0,1036.0,458.29999999999995,0.0,1494.3
c_5251,f,1945,78,"(70, 94]","(65, 94]",11.0,16.0,3.0,30.0,124.13,330.19,206.96999999999997,661.29
c_843,f,1968,55,"(50, 70]","(30, 65]",22.0,14.0,7.0,43.0,262.89,309.88,442.25,1015.02
c_3497,m,2002,21,"(18, 30]","(18, 30]",21.0,22.0,31.0,74.0,221.82,427.34999999999997,2095.21,2744.38
c_2558,m,1973,50,"(30, 50]","(30, 65]",138.0,55.0,1.0,194.0,1549.52,1036.93,145.99,2732.4399999999996
c_3077,f,1978,45,"(30, 50]","(30, 65]",24.0,6.0,0.0,30.0,243.45,111.57,0.0,355.02
c_4655,f,1948,75,"(70, 94]","(65, 94]",22.0,35.0,0.0,57.0,216.79999999999998,915.64,0.0,1132.44
c_54,f,1986,37,"(30, 50]","(30, 65]",91.0,10.0,0.0,101.0,944.25,294.53,0.0,1238.78
c_357,m,2004,19,"(18, 30]","(18, 30]",38.0,29.0,2.0,69.0,335.96,596.8,97.98,1030.74
c_6224,m,2003,20,"(18, 30]","(18, 30]",0.0,2.0,2.0,4.0,0.0,46.4,85.02,131.42
c_5160,m,1996,27,"(18, 30]","(18, 30]",19.0,9.0,30.0,58.0,165.6,171.48999999999998,2389.74,2726.83
c_3300,f,1984,39,"(30, 50]","(30, 65]",184.0,36.0,0.0,220.0,1909.35,723.82,0.0,2633.17
c_428,f,1982,41,"(30, 50]","(30, 65]",247.0,76.0,3.0,326.0,2597.87,1624.1,283.97,4505.94
c_6662,f,2000,23,"(18, 30]","(18, 30]",3.0,11.0,9.0,23.0,44.120000000000005,184.89,475.39,704.4
c_7318,m,1964,59,"(50, 70]","(30, 65]",3.0,9.0,0.0,12.0,28.869999999999997,147.94,0.0,176.81
c_6226,f,1979,44,"(30, 50]","(30, 65]",16.0,9.0,0.0,25.0,124.51,176.60999999999999,0.0,301.12
c_6048,m,1986,37,"(30, 50]","(30, 65]",65.0,4.0,0.0,69.0,622.35,67.96,0.0,690.3100000000001
c_2429,m,1982,41,"(30, 50]","(30, 65]",154.0,45.0,0.0,199.0,1476.56,889.92,0.0,2366.48
c_2335,f,1996,27,"(18, 30]","(18, 30]",21.0,25.0,6.0,52.0,261.17,536.11,384.53999999999996,1181.82
c_7460,f,1974,49,"(30, 50]","(30, 65]",113.0,33.0,1.0,147.0,1258.73,721.53,145.99,2126.25
c_2596,f,1985,38,"(30, 50]","(30, 65]",120.0,48.0,0.0,168.0,1232.18,932.17,0.0,2164.35
c_2169,f,2003,20,"(18, 30]","(18, 30]",1.0,1.0,6.0,8.0,8.99,25.79,273.54,308.32000000000005
c_2090,m,2004,19,"(18, 30]","(18, 30]",11.0,25.0,34.0,70.0,98.35,513.1999999999999,1864.37,2475.92
c_7074,f,1995,28,"(18, 30]","(18, 30]",0.0,3.0,9.0,12.0,0.0,66.51,903.13,969.64
c_8566,m,1964,59,"(50, 70]","(30, 65]",8.0,15.0,0.0,23.0,116.56,299.36,0.0,415.92
c_5934,m,1993,30,"(18, 30]","(18, 30]",13.0,21.0,36.0,70.0,146.04,400.69,2197.92,2744.65
c_1154,f,1986,37,"(30, 50]","(30, 65]",96.0,23.0,0.0,119.0,1042.29,451.66999999999996,0.0,1493.96
c_1535,f,1990,33,"(30, 50]","(30, 65]",158.0,52.0,0.0,210.0,1622.56,1080.8799999999999,0.0,2703.4399999999996
c_2055,f,1950,73,"(70, 94]","(65, 94]",50.0,58.0,3.0,111.0,582.4399999999999,1166.25,143.73,1892.42
c_3204,f,2001,22,"(18, 30]","(18, 30]",3.0,2.0,20.0,25.0,24.73,47.98,1369.8999999999999,1442.61
c_3467,m,2004,19,"(18, 30]","(18, 30]",5.0,23.0,24.0,52.0,61.43,533.28,2481.87,3076.58
c_8010,m,1944,79,"(70, 94]","(65, 94]",5.0,21.0,0.0,26.0,45.87,297.2,0.0,343.07
c_2499,m,2004,19,"(18, 30]","(18, 30]",12.0,7.0,19.0,38.0,163.92,156.39999999999998,1235.52,1555.84
c_421,m,1981,42,"(30, 50]","(30, 65]",99.0,34.0,1.0,134.0,979.97,768.09,52.26,1800.32
c_7205,m,1971,52,"(50, 70]","(30, 65]",17.0,36.0,0.0,53.0,206.18,702.96,0.0,909.1400000000001
c_1568,f,1957,66,"(50, 70]","(65, 94]",24.0,21.0,1.0,46.0,310.82,417.2,40.99,769.01
c_1311,m,1985,38,"(30, 50]","(30, 65]",68.0,30.0,2.0,100.0,801.79,621.78,291.98,1715.55
c_3304,f,1989,34,"(30, 50]","(30, 65]",85.0,39.0,0.0,124.0,941.77,832.99,0.0,1774.76
c_3053,f,1993,30,"(18, 30]","(18, 30]",9.0,9.0,13.0,31.0,104.72999999999999,222.48,821.87,1149.08
c_2578,f,1961,62,"(50, 70]","(30, 65]",15.0,15.0,0.0,30.0,186.03,281.75,0.0,467.78
c_6325,m,2002,21,"(18, 30]","(18, 30]",18.0,20.0,2.0,40.0,122.52,460.21,177.55,760.28
c_2779,f,1955,68,"(50, 70]","(65, 94]",9.0,5.0,0.0,14.0,76.63,100.63,0.0,177.26
c_7210,f,1969,54,"(50, 70]","(30, 65]",9.0,50.0,0.0,59.0,96.81,948.7099999999999,0.0,1045.52
c_967,m,1964,59,"(50, 70]","(30, 65]",28.0,15.0,0.0,43.0,328.01,233.41,0.0,561.42
c_1149,f,2000,23,"(18, 30]","(18, 30]",0.0,26.0,51.0,77.0,0.0,644.96,3599.08,4244.04
c_2036,f,1946,77,"(70, 94]","(65, 94]",57.0,51.0,0.0,108.0,521.88,1091.35,0.0,1613.23
c_299,f,1992,31,"(30, 50]","(30, 65]",17.0,18.0,11.0,46.0,131.72,368.3,636.1800000000001,1136.2
c_5721,m,2002,21,"(18, 30]","(18, 30]",0.0,3.0,1.0,4.0,0.0,62.97,54.99,117.96000000000001
c_2830,m,1959,64,"(50, 70]","(30, 65]",3.0,5.0,0.0,8.0,36.09,98.67,0.0,134.76
c_7096,f,1967,56,"(50, 70]","(30, 65]",48.0,81.0,3.0,132.0,503.98,1406.72,281.13,2191.83
c_8210,m,1933,90,"(70, 94]","(65, 94]",15.0,7.0,0.0,22.0,171.44,162.92999999999998,0.0,334.37
c_3666,m,1998,25,"(18, 30]","(18, 30]",27.0,24.0,26.0,77.0,268.85,575.4399999999999,1623.59,2467.88
c_3446,m,2004,19,"(18, 30]","(18, 30]",23.0,16.0,7.0,46.0,232.09,347.78,369.47,949.34
c_1738,f,1997,26,"(18, 30]","(18, 30]",2.0,10.0,6.0,18.0,24.96,192.54,483.98,701.48
c_3459,f,1934,89,"(70, 94]","(65, 94]",4.0,6.0,0.0,10.0,59.26,150.42,0.0,209.67999999999998
c_2065,m,1991,32,"(30, 50]","(30, 65]",32.0,7.0,0.0,39.0,385.63,138.93,0.0,524.56
c_1951,f,1982,41,"(30, 50]","(30, 65]",44.0,15.0,0.0,59.0,449.65000000000003,296.46999999999997,0.0,746.12
c_7888,f,1998,25,"(18, 30]","(18, 30]",5.0,13.0,13.0,31.0,57.69,312.75,793.3399999999999,1163.78
c_3059,f,1963,60,"(50, 70]","(30, 65]",10.0,22.0,0.0,32.0,80.21000000000001,480.34999999999997,0.0,560.56
c_6394,m,2004,19,"(18, 30]","(18, 30]",0.0,7.0,22.0,29.0,0.0,118.35,1783.24,1901.59
c_1471,m,1967,56,"(50, 70]","(30, 65]",31.0,45.0,2.0,78.0,328.17,903.15,95.82,1327.1399999999999
c_6709,m,1970,53,"(50, 70]","(30, 65]",38.0,82.0,0.0,120.0,458.78,1507.92,0.0,1966.7
c_5277,m,1976,47,"(30, 50]","(30, 65]",118.0,43.0,0.0,161.0,1186.66,835.4599999999999,0.0,2022.12
c_2818,f,1997,26,"(18, 30]","(18, 30]",0.0,8.0,11.0,19.0,0.0,247.5,634.99,882.49
c_5446,f,1956,67,"(50, 70]","(65, 94]",43.0,78.0,0.0,121.0,509.0,1530.25,0.0,2039.25
c_1945,m,1971,52,"(50, 70]","(30, 65]",17.0,20.0,2.0,39.0,160.42,495.4,291.98,947.8
c_1532,f,1966,57,"(50, 70]","(30, 65]",5.0,9.0,0.0,14.0,66.07000000000001,162.54999999999998,0.0,228.62
c_1436,f,1974,49,"(30, 50]","(30, 65]",58.0,9.0,1.0,68.0,566.9300000000001,169.07,145.99,881.99
c_167,f,1956,67,"(50, 70]","(65, 94]",4.0,11.0,0.0,15.0,55.96,245.28,0.0,301.24
c_1760,f,1986,37,"(30, 50]","(30, 65]",14.0,8.0,0.0,22.0,103.53999999999999,139.7,0.0,243.23999999999998
c_8462,f,1990,33,"(30, 50]","(30, 65]",25.0,6.0,0.0,31.0,210.95000000000002,77.63,0.0,288.58000000000004
c_2724,f,1978,45,"(30, 50]","(30, 65]",51.0,33.0,0.0,84.0,556.44,629.76,0.0,1186.2
c_4008,f,2001,22,"(18, 30]","(18, 30]",32.0,20.0,8.0,60.0,424.32,470.07,1075.0,1969.3899999999999
c_864,f,1994,29,"(18, 30]","(18, 30]",20.0,23.0,23.0,66.0,243.37,410.65,1620.71,2274.73
c_2164,f,1972,51,"(50, 70]","(30, 65]",98.0,25.0,1.0,124.0,1103.87,470.85999999999996,145.99,1720.7199999999998
c_7309,m,2001,22,"(18, 30]","(18, 30]",9.0,21.0,12.0,42.0,106.38,442.64,1004.96,1553.98
c_5943,f,1960,63,"(50, 70]","(30, 65]",16.0,30.0,0.0,46.0,185.45,895.91,0.0,1081.36
c_5306,f,2003,20,"(18, 30]","(18, 30]",22.0,15.0,25.0,62.0,202.49,259.33,2091.45,2553.27
c_6938,f,1988,35,"(30, 50]","(30, 65]",17.0,13.0,0.0,30.0,242.51,225.14,0.0,467.65
c_5649,f,2004,19,"(18, 30]","(18, 30]",0.0,2.0,6.0,8.0,0.0,21.98,468.24,490.22
c_441,f,1972,51,"(50, 70]","(30, 65]",44.0,23.0,0.0,67.0,414.77,477.96,0.0,892.73
c_2564,m,1960,63,"(50, 70]","(30, 65]",33.0,16.0,0.0,49.0,218.06,383.9,0.0,601.96
c_4907,m,1996,27,"(18, 30]","(18, 30]",0.0,15.0,40.0,55.0,0.0,322.71,2753.44,3076.15
c_995,m,1955,68,"(50, 70]","(65, 94]",11.0,3.0,0.0,14.0,125.67,63.739999999999995,0.0,189.41
c_2845,f,2004,19,"(18, 30]","(18, 30]",0.0,16.0,8.0,24.0,0.0,261.98,443.32,705.3
c_2822,m,1952,71,"(70, 94]","(65, 94]",3.0,10.0,0.0,13.0,52.410000000000004,146.64,0.0,199.04999999999998
c_6591,f,1971,52,"(50, 70]","(30, 65]",65.0,44.0,1.0,110.0,713.95,914.4399999999999,49.61,1677.9999999999998
c_4049,f,1970,53,"(50, 70]","(30, 65]",47.0,48.0,2.0,97.0,571.38,746.17,92.62,1410.17
c_7217,f,1976,47,"(30, 50]","(30, 65]",139.0,42.0,0.0,181.0,1556.83,861.18,0.0,2418.0099999999998
c_8495,m,1985,38,"(30, 50]","(30, 65]",55.0,24.0,0.0,79.0,611.57,559.8,0.0,1171.37
c_7088,m,1987,36,"(30, 50]","(30, 65]",116.0,28.0,1.0,145.0,1283.2,618.93,46.99,1949.1200000000001
c_5001,f,1957,66,"(50, 70]","(65, 94]",9.0,18.0,0.0,27.0,88.48,415.92,0.0,504.40000000000003
c_6679,f,1997,26,"(18, 30]","(18, 30]",18.0,7.0,3.0,28.0,197.75,136.17,290.07,623.99
c_1630,f,1951,72,"(70, 94]","(65, 94]",10.0,6.0,0.0,16.0,83.66,128.25,0.0,211.91
c_4123,f,1959,64,"(50, 70]","(30, 65]",28.0,27.0,0.0,55.0,341.40999999999997,581.65,0.0,923.06
c_4533,m,1954,69,"(50, 70]","(65, 94]",17.0,35.0,0.0,52.0,155.49,817.47,0.0,972.96
c_6596,f,1965,58,"(50, 70]","(30, 65]",25.0,27.0,1.0,53.0,296.7,485.91999999999996,69.99,852.6099999999999
c_6108,m,1982,41,"(30, 50]","(30, 65]",92.0,42.0,1.0,135.0,969.99,905.17,64.85,1940.0099999999998
c_1893,m,1977,46,"(30, 50]","(30, 65]",245.0,93.0,0.0,338.0,2644.89,1880.1799999999998,0.0,4525.07
c_8006,f,1989,34,"(30, 50]","(30, 65]",92.0,26.0,1.0,119.0,984.99,546.81,145.99,1677.79
c_6776,f,1950,73,"(70, 94]","(65, 94]",19.0,19.0,0.0,38.0,164.57999999999998,312.65,0.0,477.22999999999996
c_829,m,1986,37,"(30, 50]","(30, 65]",170.0,51.0,0.0,221.0,1736.76,910.48,0.0,2647.24
c_7815,f,1992,31,"(30, 50]","(30, 65]",4.0,4.0,8.0,16.0,43.86,145.96,935.0799999999999,1124.8999999999999
c_7596,m,1993,30,"(18, 30]","(18, 30]",17.0,11.0,18.0,46.0,207.38,217.19,1535.02,1959.59
c_6293,m,1944,79,"(70, 94]","(65, 94]",6.0,15.0,0.0,21.0,59.09,289.01,0.0,348.1
c_2450,f,1976,47,"(30, 50]","(30, 65]",21.0,3.0,0.0,24.0,270.26,164.7,0.0,434.96
c_5449,m,1984,39,"(30, 50]","(30, 65]",222.0,79.0,0.0,301.0,2464.87,1678.53,0.0,4143.4
c_7183,m,1983,40,"(30, 50]","(30, 65]",37.0,15.0,0.0,52.0,386.96,285.43,0.0,672.39
c_376,f,1966,57,"(50, 70]","(30, 65]",15.0,13.0,0.0,28.0,205.55,322.07,0.0,527.62
c_3313,m,2000,23,"(18, 30]","(18, 30]",0.0,12.0,37.0,49.0,0.0,228.81,2546.63,2775.44
c_3314,f,1965,58,"(50, 70]","(30, 65]",37.0,25.0,1.0,63.0,306.01,562.03,158.99,1027.03
c_569,f,1994,29,"(18, 30]","(18, 30]",24.0,24.0,25.0,73.0,274.1,578.06,1727.33,2579.49
c_2064,f,1946,77,"(70, 94]","(65, 94]",24.0,16.0,0.0,40.0,236.82,312.14,0.0,548.96
c_5276,m,1970,53,"(50, 70]","(30, 65]",68.0,93.0,1.0,162.0,679.34,1711.9199999999998,145.99,2537.25
c_4462,f,1966,57,"(50, 70]","(30, 65]",9.0,22.0,0.0,31.0,100.55,380.61,0.0,481.16
c_4253,f,1991,32,"(30, 50]","(30, 65]",52.0,14.0,0.0,66.0,492.72,265.78,0.0,758.5
c_7678,f,2004,19,"(18, 30]","(18, 30]",10.0,5.0,10.0,25.0,84.9,127.09,690.06,902.05
c_7194,f,1988,35,"(30, 50]","(30, 65]",166.0,39.0,0.0,205.0,1743.31,885.96,0.0,2629.27
c_4404,m,1975,48,"(30, 50]","(30, 65]",58.0,17.0,0.0,75.0,719.79,362.6,0.0,1082.3899999999999
c_4536,f,2003,20,"(18, 30]","(18, 30]",1.0,13.0,32.0,46.0,8.99,246.63,1871.8899999999999,2127.5099999999998
c_1117,f,1992,31,"(30, 50]","(30, 65]",1.0,8.0,3.0,12.0,18.93,162.92,182.97,364.82
c_7044,f,1941,82,"(70, 94]","(65, 94]",39.0,51.0,3.0,93.0,495.40999999999997,1150.8,149.97,1796.18
c_5611,m,1985,38,"(30, 50]","(30, 65]",31.0,14.0,0.0,45.0,345.21999999999997,232.2,0.0,577.42
c_5480,f,1979,44,"(30, 50]","(30, 65]",44.0,13.0,0.0,57.0,385.56,372.27,0.0,757.8299999999999
c_453,m,1994,29,"(18, 30]","(18, 30]",5.0,13.0,8.0,26.0,54.85,282.06,536.66,873.5699999999999
c_7778,m,1958,65,"(50, 70]","(30, 65]",12.0,2.0,0.0,14.0,160.96,35.36,0.0,196.32
c_926,m,1939,84,"(70, 94]","(65, 94]",12.0,16.0,0.0,28.0,152.06,281.34,0.0,433.4
c_1406,f,1971,52,"(50, 70]","(30, 65]",9.0,16.0,0.0,25.0,153.23,312.87,0.0,466.1
c_3729,f,1972,51,"(50, 70]","(30, 65]",59.0,9.0,0.0,68.0,819.47,169.38,0.0,988.85
c_7235,f,1975,48,"(30, 50]","(30, 65]",251.0,52.0,1.0,304.0,2899.0,1034.3899999999999,145.99,4079.38
c_4434,f,1986,37,"(30, 50]","(30, 65]",166.0,49.0,0.0,215.0,1763.26,1032.25,0.0,2795.51
c_6773,f,1959,64,"(50, 70]","(30, 65]",42.0,89.0,0.0,131.0,495.63,2044.52,0.0,2540.15
c_557,m,1978,45,"(30, 50]","(30, 65]",62.0,5.0,0.0,67.0,676.76,99.92999999999999,0.0,776.6899999999999
c_6414,f,1974,49,"(30, 50]","(30, 65]",69.0,19.0,0.0,88.0,641.12,394.34,0.0,1035.46
c_4962,f,1974,49,"(30, 50]","(30, 65]",48.0,15.0,0.0,63.0,495.83,243.03,0.0,738.86
c_6970,f,1962,61,"(50, 70]","(30, 65]",27.0,11.0,3.0,41.0,281.91,215.49,529.0699999999999,1026.47
c_900,m,1980,43,"(30, 50]","(30, 65]",39.0,8.0,2.0,49.0,570.65,179.64,126.72,877.01
c_7545,m,1956,67,"(50, 70]","(65, 94]",35.0,56.0,0.0,91.0,462.21,1200.8799999999999,0.0,1663.09
c_5975,m,1979,44,"(30, 50]","(30, 65]",29.0,5.0,1.0,35.0,317.36,77.27,203.99,598.62
c_290,m,1985,38,"(30, 50]","(30, 65]",139.0,23.0,4.0,166.0,1378.32,420.77,369.0,2168.09
c_6599,f,1980,43,"(30, 50]","(30, 65]",84.0,14.0,0.0,98.0,959.01,244.42,0.0,1203.43
c_713,f,2004,19,"(18, 30]","(18, 30]",0.0,6.0,5.0,11.0,0.0,137.79,432.95,570.74
c_5359,f,1982,41,"(30, 50]","(30, 65]",49.0,15.0,0.0,64.0,438.76,387.09000000000003,0.0,825.85
c_5374,m,1997,26,"(18, 30]","(18, 30]",54.0,38.0,13.0,105.0,648.8199999999999,616.61,936.53,2201.96
c_4114,f,1986,37,"(30, 50]","(30, 65]",116.0,29.0,0.0,145.0,1203.98,705.8,0.0,1909.78
c_805,m,1994,29,"(18, 30]","(18, 30]",4.0,6.0,1.0,11.0,74.56,136.14,49.99,260.69
c_2938,f,1967,56,"(50, 70]","(30, 65]",4.0,12.0,0.0,16.0,49.26,165.6,0.0,214.85999999999999
c_1805,f,1995,28,"(18, 30]","(18, 30]",0.0,16.0,46.0,62.0,0.0,346.69,2811.57,3158.26
c_5112,m,1999,24,"(18, 30]","(18, 30]",8.0,6.0,2.0,16.0,115.47,135.41,282.3,533.1800000000001
c_7574,m,1986,37,"(30, 50]","(30, 65]",189.0,55.0,2.0,246.0,2206.84,1148.0,82.62,3437.46
c_1636,m,1989,34,"(30, 50]","(30, 65]",263.0,98.0,2.0,363.0,2827.98,1905.6699999999998,95.82,4829.469999999999
c_3293,m,1975,48,"(30, 50]","(30, 65]",25.0,16.0,0.0,41.0,255.58,323.15999999999997,0.0,578.74
c_7459,m,1957,66,"(50, 70]","(65, 94]",25.0,75.0,0.0,100.0,276.05,1634.03,0.0,1910.08
c_433,m,1956,67,"(50, 70]","(65, 94]",35.0,48.0,0.0,83.0,406.02,1044.05,0.0,1450.07
c_1109,f,1998,25,"(18, 30]","(18, 30]",16.0,9.0,8.0,33.0,188.4,219.10999999999999,753.9200000000001,1161.43
c_6160,f,1974,49,"(30, 50]","(30, 65]",75.0,26.0,3.0,104.0,782.35,649.93,123.93,1556.21
c_2852,m,1954,69,"(50, 70]","(65, 94]",18.0,19.0,0.0,37.0,205.12,328.42,0.0,533.54
c_8245,f,2004,19,"(18, 30]","(18, 30]",14.0,7.0,6.0,27.0,167.22,136.47,524.26,827.95
c_4424,m,1987,36,"(30, 50]","(30, 65]",102.0,22.0,0.0,124.0,1148.18,404.26,0.0,1552.44
c_4620,m,1994,29,"(18, 30]","(18, 30]",2.0,17.0,10.0,29.0,13.5,372.89,713.62,1100.01
c_676,m,1971,52,"(50, 70]","(30, 65]",6.0,7.0,0.0,13.0,78.7,166.92999999999998,0.0,245.63
c_2397,f,1988,35,"(30, 50]","(30, 65]",52.0,15.0,0.0,67.0,548.01,318.2,0.0,866.21
c_7055,m,1977,46,"(30, 50]","(30, 65]",190.0,39.0,0.0,229.0,1908.67,714.68,0.0,2623.35
c_3425,m,2004,19,"(18, 30]","(18, 30]",2.0,11.0,8.0,21.0,7.28,290.90999999999997,532.49,830.68
c_8542,m,1997,26,"(18, 30]","(18, 30]",14.0,8.0,2.0,24.0,233.98,174.18,86.7,494.85999999999996
c_5772,m,1975,48,"(30, 50]","(30, 65]",203.0,57.0,0.0,260.0,2216.41,1274.95,0.0,3491.3599999999997
c_7473,f,1936,87,"(70, 94]","(65, 94]",21.0,64.0,0.0,85.0,162.05,1272.7,0.0,1434.75
c_8605,m,1979,44,"(30, 50]","(30, 65]",108.0,36.0,2.0,146.0,1131.17,713.73,108.9,1953.8000000000002
c_8387,f,1956,67,"(50, 70]","(65, 94]",7.0,4.0,0.0,11.0,36.05,73.75999999999999,0.0,109.80999999999999
c_5221,f,1977,46,"(30, 50]","(30, 65]",33.0,21.0,0.0,54.0,395.79,449.05,0.0,844.84
c_5460,m,1952,71,"(70, 94]","(65, 94]",5.0,6.0,0.0,11.0,76.46,142.87,0.0,219.32999999999998
c_7436,f,1973,50,"(30, 50]","(30, 65]",18.0,2.0,0.0,20.0,157.09,47.66,0.0,204.75
c_3650,f,1996,27,"(18, 30]","(18, 30]",3.0,15.0,13.0,31.0,9.959999999999999,280.52,1523.46,1813.94
c_6363,f,1964,59,"(50, 70]","(30, 65]",54.0,87.0,4.0,145.0,558.74,1793.23,461.2,2813.17
c_6181,f,1963,60,"(50, 70]","(30, 65]",4.0,5.0,0.0,9.0,25.740000000000002,82.72,0.0,108.46000000000001
c_2060,f,1966,57,"(50, 70]","(30, 65]",21.0,16.0,0.0,37.0,249.29,304.32,0.0,553.61
c_6480,m,1991,32,"(30, 50]","(30, 65]",84.0,31.0,1.0,116.0,906.79,549.54,68.99,1525.32
c_8342,f,1978,45,"(30, 50]","(30, 65]",42.0,5.0,0.0,47.0,466.74,95.93,0.0,562.6700000000001
c_5739,m,1993,30,"(18, 30]","(18, 30]",16.0,26.0,32.0,74.0,117.13,541.89,2204.88,2863.9
c_6517,m,1961,62,"(50, 70]","(30, 65]",5.0,19.0,0.0,24.0,50.33,356.35,0.0,406.68
c_4687,m,1999,24,"(18, 30]","(18, 30]",4.0,33.0,44.0,81.0,33.08,632.26,3055.47,3720.81
c_7534,m,1992,31,"(30, 50]","(30, 65]",0.0,0.0,2.0,2.0,0.0,0.0,201.98,201.98
c_6347,m,1986,37,"(30, 50]","(30, 65]",55.0,20.0,0.0,75.0,609.9399999999999,336.1,0.0,946.04
c_1060,f,1973,50,"(30, 50]","(30, 65]",192.0,57.0,0.0,249.0,1954.855589254766,956.15,0.0,2911.005589254766
c_6291,f,1980,43,"(30, 50]","(30, 65]",70.0,9.0,0.0,79.0,620.15,208.19,0.0,828.3399999999999
c_3346,f,1983,40,"(30, 50]","(30, 65]",76.0,24.0,0.0,100.0,681.11,534.09,0.0,1215.2
c_7307,m,1993,30,"(18, 30]","(18, 30]",0.0,0.0,8.0,8.0,0.0,0.0,863.1999999999999,863.1999999999999
c_3806,f,1962,61,"(50, 70]","(30, 65]",30.0,44.0,0.0,74.0,282.75,887.37,0.0,1170.12
c_5871,m,1997,26,"(18, 30]","(18, 30]",6.0,0.0,2.0,8.0,71.94,0.0,97.98,169.92000000000002
c_3,m,1979,44,"(30, 50]","(30, 65]",52.0,17.0,0.0,69.0,627.2,350.11,0.0,977.3100000000001
c_1507,m,1971,52,"(50, 70]","(30, 65]",6.0,13.0,0.0,19.0,39.269999999999996,180.91,0.0,220.18
c_812,m,1986,37,"(30, 50]","(30, 65]",95.0,43.0,1.0,139.0,1006.64,827.24,40.99,1874.8700000000001
c_3382,m,1958,65,"(50, 70]","(30, 65]",31.0,43.0,0.0,74.0,398.39,908.11,0.0,1306.5
c_3646,m,1976,47,"(30, 50]","(30, 65]",55.0,35.0,0.0,90.0,509.88,751.4,0.0,1261.28
c_1811,f,1991,32,"(30, 50]","(30, 65]",102.0,33.0,0.0,135.0,1065.585589254766,599.55,0.0,1665.135589254766
c_4602,m,1957,66,"(50, 70]","(65, 94]",6.0,6.0,0.0,12.0,67.61,99.39000000000001,0.0,167.0
c_1247,f,1981,42,"(30, 50]","(30, 65]",110.0,35.0,1.0,146.0,1220.07,714.83,67.57,2002.47
c_5618,f,1953,70,"(50, 70]","(65, 94]",18.0,48.0,2.0,68.0,235.95999999999998,1003.65,139.98,1379.59
c_5687,m,1942,81,"(70, 94]","(65, 94]",24.0,18.0,4.0,46.0,272.3,399.44,168.76,840.5
c_143,m,1975,48,"(30, 50]","(30, 65]",96.0,35.0,0.0,131.0,1002.25,698.3299999999999,0.0,1700.58
c_2080,m,2004,19,"(18, 30]","(18, 30]",2.0,15.0,18.0,35.0,29.9,275.45,1568.96,1874.31
c_2932,m,1998,25,"(18, 30]","(18, 30]",0.0,10.0,11.0,21.0,0.0,127.04,782.4499999999999,909.4899999999999
c_115,f,1979,44,"(30, 50]","(30, 65]",12.0,3.0,0.0,15.0,127.67,60.17999999999999,0.0,187.85
c_1892,f,1974,49,"(30, 50]","(30, 65]",126.0,29.0,0.0,155.0,1241.24,560.92,0.0,1802.1599999999999
c_7904,m,2002,21,"(18, 30]","(18, 30]",4.0,13.0,41.0,58.0,39.96,265.12,2457.14,2762.22
c_3108,m,1956,67,"(50, 70]","(65, 94]",6.0,19.0,0.0,25.0,59.94,361.25,0.0,421.19
c_1591,f,1938,85,"(70, 94]","(65, 94]",4.0,0.0,0.0,4.0,25.96,0.0,0.0,25.96
c_118,f,1973,50,"(30, 50]","(30, 65]",39.0,18.0,0.0,57.0,435.79,419.64,0.0,855.4300000000001
c_5271,m,1969,54,"(50, 70]","(30, 65]",43.0,51.0,0.0,94.0,452.21999999999997,925.53,0.0,1377.75
c_1695,f,1964,59,"(50, 70]","(30, 65]",43.0,79.0,2.0,124.0,541.81,1794.01,139.98,2475.7999999999997
c_3936,f,2002,21,"(18, 30]","(18, 30]",0.0,4.0,3.0,7.0,0.0,79.53999999999999,198.04000000000002,277.58000000000004
c_449,f,1984,39,"(30, 50]","(30, 65]",158.0,41.0,0.0,199.0,1743.93,862.76,0.0,2606.69
c_4975,m,1982,41,"(30, 50]","(30, 65]",55.0,26.0,0.0,81.0,653.23,554.9399999999999,0.0,1208.17
c_520,f,1996,27,"(18, 30]","(18, 30]",4.0,10.0,32.0,46.0,57.27,221.86,2242.24,2521.37
c_2659,f,2004,19,"(18, 30]","(18, 30]",20.0,12.0,3.0,35.0,246.52,220.92000000000002,186.75,654.19
c_5428,m,1980,43,"(30, 50]","(30, 65]",54.0,15.0,0.0,69.0,683.16,374.08,0.0,1057.24
c_3049,m,1968,55,"(50, 70]","(30, 65]",16.0,27.0,0.0,43.0,157.23000000000002,517.62,0.0,674.85
c_4698,f,1974,49,"(30, 50]","(30, 65]",113.0,37.0,0.0,150.0,1090.22,739.7099999999999,0.0,1829.9299999999998
